artist,style,canonical_subgenres,confidence,status,country,city,stage,booking,official_names,evidence_tags,source_note,source_urls,social_discovery_links
Trümmer,hard_techno,hard techno / live techno,medium_high,published,,,SLEEPLESS,TRÜMMER (LIVE),TRÜMMER,,curated_known_artist_or_scene_source; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Tr%C3%BCmmer&type=artist&method=indexed;https://www.beatport.com/search?q=Tr%C3%BCmmer;https://www.discogs.com/search/?q=Tr%C3%BCmmer&type=all;https://soundcloud.com/search?q=Tr%C3%BCmmer;https://www.youtube.com/results?search_query=Tr%C3%BCmmer
TUETE,disco_house,disco house / house / electro,medium_low,needs_review,,,DISCO FOREST,BABXI B2B TUETE,TUETE,,official_hive_stage_context; stages: DISCO FOREST. Official HIVE Disco Forest stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=TUETE&type=artist&method=indexed;https://www.beatport.com/search?q=TUETE;https://www.discogs.com/search/?q=TUETE&type=all;https://soundcloud.com/search?q=TUETE;https://www.youtube.com/results?search_query=TUETE
TWO GIRLS ONE MOM,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE,TWO GIRLS ONE MOM B2B VAENT,TWO GIRLS ONE MOM,,official_hive_stage_context; stages: BOUNCE TEMPLE. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=TWO%20GIRLS%20ONE%20MOM&type=artist&method=indexed;https://www.beatport.com/search?q=TWO%20GIRLS%20ONE%20MOM;https://www.discogs.com/search/?q=TWO%20GIRLS%20ONE%20MOM&type=all;https://soundcloud.com/search?q=TWO%20GIRLS%20ONE%20MOM;https://www.youtube.com/results?search_query=TWO%20GIRLS%20ONE%20MOM
Überkikz,techno,techno / hardgroove techno / electro,medium,published,,,JUNKYARD; WARM-UP PARTY,FUMI F2F ÜBERKIKZ; ÜBERKIKZ,Überkikz,,official_hive_stage_context; stages: JUNKYARD; WARM-UP PARTY. Official HIVE Junkyard stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=%C3%9Cberkikz&type=artist&method=indexed;https://www.beatport.com/search?q=%C3%9Cberkikz;https://www.discogs.com/search/?q=%C3%9Cberkikz&type=all;https://soundcloud.com/search?q=%C3%9Cberkikz;https://www.youtube.com/results?search_query=%C3%9Cberkikz
UEBERREST,hard_techno,hard techno,high,published,,,TECHNO CASTLE,AZZLE 447 B2B UEBERREST,UEBERREST,hard techno,musicbrainz_artist_tags; stages: TECHNO CASTLE. MusicBrainz tags/disambiguation matched: hard techno. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/;https://musicbrainz.org/artist/258021f3-6eba-4564-9d60-9510464c293f,https://musicbrainz.org/search?query=UEBERREST&type=artist&method=indexed;https://www.beatport.com/search?q=UEBERREST;https://www.discogs.com/search/?q=UEBERREST&type=all;https://soundcloud.com/search?q=UEBERREST;https://www.youtube.com/results?search_query=UEBERREST
UFO95,techno,techno / live techno,high,published,,,JUNKYARD,UFO95 (LIVE),UFO95,,curated_known_artist_or_scene_source; stages: JUNKYARD. Official HIVE Junkyard stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=UFO95&type=artist&method=indexed;https://www.beatport.com/search?q=UFO95;https://www.discogs.com/search/?q=UFO95&type=all;https://soundcloud.com/search?q=UFO95;https://www.youtube.com/results?search_query=UFO95
Unicorn On K,hardcore,uptempo hardcore / hard dance,medium_high,published,,,RAGE CAGE,UNICORN ON K,UNICORN ON K,,curated_known_artist_or_scene_source; stages: RAGE CAGE. Official HIVE Rage Cage stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Unicorn%20On%20K&type=artist&method=indexed;https://www.beatport.com/search?q=Unicorn%20On%20K;https://www.discogs.com/search/?q=Unicorn%20On%20K&type=all;https://soundcloud.com/search?q=Unicorn%20On%20K;https://www.youtube.com/results?search_query=Unicorn%20On%20K
USH,hard_techno,hard techno / hard dance,medium_high,published,,,RAGE CAGE; WARM-UP PARTY,TOXIC MACHINERY F2F SLVL & USH; USH,USH,,curated_known_artist_or_scene_source; stages: RAGE CAGE; WARM-UP PARTY. Official HIVE Rage Cage stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=USH&type=artist&method=indexed;https://www.beatport.com/search?q=USH;https://www.discogs.com/search/?q=USH&type=all;https://soundcloud.com/search?q=USH;https://www.youtube.com/results?search_query=USH
VAENT,hard_techno,hard techno,high,published,,,BOUNCE TEMPLE,TWO GIRLS ONE MOM B2B VAENT,VAENT,acid techno; hard techno,"musicbrainz_artist_tags; stages: BOUNCE TEMPLE. MusicBrainz tags/disambiguation matched: acid techno, hard techno. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.",https://www.hive-festival.de/;https://musicbrainz.org/artist/4a589f1a-79fd-4731-b4d5-fbc55729d494,https://musicbrainz.org/search?query=VAENT&type=artist&method=indexed;https://www.beatport.com/search?q=VAENT;https://www.discogs.com/search/?q=VAENT&type=all;https://soundcloud.com/search?q=VAENT;https://www.youtube.com/results?search_query=VAENT
Vagabund,hard_trance,bounce / hard trance / eurodance rave,medium_high,published,,,BOUNCE TEMPLE; WARM-UP PARTY,ROW1 F2F VAGABUND; VAGABUND B2B FASTER HORSES,VAGABUND,,curated_known_artist_or_scene_source; stages: BOUNCE TEMPLE; WARM-UP PARTY. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Vagabund&type=artist&method=indexed;https://www.beatport.com/search?q=Vagabund;https://www.discogs.com/search/?q=Vagabund&type=all;https://soundcloud.com/search?q=Vagabund;https://www.youtube.com/results?search_query=Vagabund
Val Vashar,dark_progressive,psytech / dark progressive / psychedelic techno,medium_high,published,,,PIRATE BAY,VAL VASHAR,VAL VASHAR,trance,curated_known_artist_or_scene_source; stages: PIRATE BAY. MusicBrainz tags/disambiguation matched: trance. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://www.hive-festival.de/;https://musicbrainz.org/artist/448aa76a-d5a7-43e8-91dc-fd302c945c2e,https://musicbrainz.org/search?query=Val%20Vashar&type=artist&method=indexed;https://www.beatport.com/search?q=Val%20Vashar;https://www.discogs.com/search/?q=Val%20Vashar&type=all;https://soundcloud.com/search?q=Val%20Vashar;https://www.youtube.com/results?search_query=Val%20Vashar
VATOZ LOCOZ,hard_techno,hard techno / acid techno / hard trance,medium,published,,,SLEEPLESS,VATOZ LOCOZ (LIVE),VATOZ LOCOZ,,official_hive_stage_context; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=VATOZ%20LOCOZ&type=artist&method=indexed;https://www.beatport.com/search?q=VATOZ%20LOCOZ;https://www.discogs.com/search/?q=VATOZ%20LOCOZ&type=all;https://soundcloud.com/search?q=VATOZ%20LOCOZ;https://www.youtube.com/results?search_query=VATOZ%20LOCOZ
VENDEX,hard_techno,hard techno / industrial techno,medium_high,published,,,RAGE CAGE,VENDEX,VENDEX,,curated_known_artist_or_scene_source; stages: RAGE CAGE. Official HIVE Rage Cage stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=VENDEX&type=artist&method=indexed;https://www.beatport.com/search?q=VENDEX;https://www.discogs.com/search/?q=VENDEX&type=all;https://soundcloud.com/search?q=VENDEX;https://www.youtube.com/results?search_query=VENDEX
VENT DES FORÊTS,acid_techno,free tekno / acidcore / psytek / tribe,medium_low,needs_review,,,PIRATE BAY,TILDA VS. VENT DES FORÊTS,VENT DES FORÊTS,,official_hive_stage_context; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=VENT%20DES%20FOR%C3%8ATS&type=artist&method=indexed;https://www.beatport.com/search?q=VENT%20DES%20FOR%C3%8ATS;https://www.discogs.com/search/?q=VENT%20DES%20FOR%C3%8ATS&type=all;https://soundcloud.com/search?q=VENT%20DES%20FOR%C3%8ATS;https://www.youtube.com/results?search_query=VENT%20DES%20FOR%C3%8ATS
Vieze Asbak,hardcore,uptempo hardcore / hard dance / hard techno,medium_high,published,,,TECHNO CASTLE; WARM-UP PARTY,ANGERFIST B2B VIEZE ASBAK; VIEZE ASBAK F2F NATTE VISSTICK,VIEZE ASBAK,,curated_known_artist_or_scene_source; stages: TECHNO CASTLE; WARM-UP PARTY. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Vieze%20Asbak&type=artist&method=indexed;https://www.beatport.com/search?q=Vieze%20Asbak;https://www.discogs.com/search/?q=Vieze%20Asbak&type=all;https://soundcloud.com/search?q=Vieze%20Asbak;https://www.youtube.com/results?search_query=Vieze%20Asbak
VIKING,acid_techno,free tekno / acidcore / psytek / tribe,medium_low,needs_review,,,PIRATE BAY,VIKING,VIKING,,official_hive_stage_context; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=VIKING&type=artist&method=indexed;https://www.beatport.com/search?q=VIKING;https://www.discogs.com/search/?q=VIKING&type=all;https://soundcloud.com/search?q=VIKING;https://www.youtube.com/results?search_query=VIKING
VILLAR,acid_techno,free tekno / acidcore / psytek / tribe,medium_low,needs_review,,,PIRATE BAY,VILLAR(PT),VILLAR,,official_hive_stage_context; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=VILLAR&type=artist&method=indexed;https://www.beatport.com/search?q=VILLAR;https://www.discogs.com/search/?q=VILLAR&type=all;https://soundcloud.com/search?q=VILLAR;https://www.youtube.com/results?search_query=VILLAR
Vini Vici,psy_comercial,festival psytrance / progressive psytrance,high,published,Israel,,PSY LAGOON,VINI VICI,VINI VICI,psytrance; trance,"curated_known_artist_or_scene_source; stages: PSY LAGOON. MusicBrainz tags/disambiguation matched: psytrance, trance. Official HIVE Psy Lagoon stage context.",https://www.hive-festival.de/;https://musicbrainz.org/artist/14276a83-d21d-41ab-b809-09b494645645,https://musicbrainz.org/search?query=Vini%20Vici&type=artist&method=indexed;https://www.beatport.com/search?q=Vini%20Vici;https://www.discogs.com/search/?q=Vini%20Vici&type=all;https://soundcloud.com/search?q=Vini%20Vici;https://www.youtube.com/results?search_query=Vini%20Vici
Vortek's,hard_techno,hardtek / hard techno / rave,medium_high,published,,,SLEEPLESS,VORTEK'S,Vortek's,,curated_known_artist_or_scene_source; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Vortek's&type=artist&method=indexed;https://www.beatport.com/search?q=Vortek's;https://www.discogs.com/search/?q=Vortek's&type=all;https://soundcloud.com/search?q=Vortek's;https://www.youtube.com/results?search_query=Vortek's
WILDERÍCH,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE; WARM-UP PARTY,WILDERÍCH B2B GIØ F2F DVAID B2B HUMAN ERROR; WILDERÍCH B2B RIANA HOLLEY,WILDERÍCH,,official_hive_stage_context; stages: BOUNCE TEMPLE; WARM-UP PARTY. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=WILDER%C3%8DCH&type=artist&method=indexed;https://www.beatport.com/search?q=WILDER%C3%8DCH;https://www.discogs.com/search/?q=WILDER%C3%8DCH&type=all;https://soundcloud.com/search?q=WILDER%C3%8DCH;https://www.youtube.com/results?search_query=WILDER%C3%8DCH
WILLIAM LUCK,hard_techno,hard techno / acid techno / hard trance,medium,published,,,SLEEPLESS,WILLIAM LUCK,WILLIAM LUCK,,official_hive_stage_context; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=WILLIAM%20LUCK&type=artist&method=indexed;https://www.beatport.com/search?q=WILLIAM%20LUCK;https://www.discogs.com/search/?q=WILLIAM%20LUCK&type=all;https://soundcloud.com/search?q=WILLIAM%20LUCK;https://www.youtube.com/results?search_query=WILLIAM%20LUCK
XIORRO,techno,techno / hardgroove techno / electro,medium,published,,,JUNKYARD,XIORRO,XIORRO,,official_hive_stage_context; stages: JUNKYARD. Official HIVE Junkyard stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=XIORRO&type=artist&method=indexed;https://www.beatport.com/search?q=XIORRO;https://www.discogs.com/search/?q=XIORRO&type=all;https://soundcloud.com/search?q=XIORRO;https://www.youtube.com/results?search_query=XIORRO
Yanamaste,hypnotic_techno,hypnotic techno / techno,high,published,International,,JUNKYARD,YANAMASTE,YANAMASTE,techno,curated_known_artist_or_scene_source; stages: JUNKYARD. MusicBrainz tags/disambiguation matched: techno. Official HIVE Junkyard stage context.,https://www.hive-festival.de/;https://musicbrainz.org/artist/93658435-0d4a-46fb-970a-3ceab8569bf0;https://www.discogs.com/search/?q=techno&type=all,https://musicbrainz.org/search?query=Yanamaste&type=artist&method=indexed;https://www.beatport.com/search?q=Yanamaste;https://www.discogs.com/search/?q=Yanamaste&type=all;https://soundcloud.com/search?q=Yanamaste;https://www.youtube.com/results?search_query=Yanamaste
YASMIN REGISFORD,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE,NOISE MAFIA B2B YASMIN REGISFORD,YASMIN REGISFORD,,official_hive_stage_context; stages: BOUNCE TEMPLE. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=YASMIN%20REGISFORD&type=artist&method=indexed;https://www.beatport.com/search?q=YASMIN%20REGISFORD;https://www.discogs.com/search/?q=YASMIN%20REGISFORD&type=all;https://soundcloud.com/search?q=YASMIN%20REGISFORD;https://www.youtube.com/results?search_query=YASMIN%20REGISFORD
YØNDER,hard_techno,hard techno / acid techno / hard trance,medium,published,,,SLEEPLESS,SALVYAN B2B YØNDER,YØNDER,,official_hive_stage_context; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Y%C3%98NDER&type=artist&method=indexed;https://www.beatport.com/search?q=Y%C3%98NDER;https://www.discogs.com/search/?q=Y%C3%98NDER&type=all;https://soundcloud.com/search?q=Y%C3%98NDER;https://www.youtube.com/results?search_query=Y%C3%98NDER
Z-Cat,full_on_night,night full-on psytrance / dark psytrance,high,published,,,PSY LAGOON,Z-CAT,Z-CAT,,curated_known_artist_or_scene_source; stages: PSY LAGOON. Official HIVE Psy Lagoon stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Z-Cat&type=artist&method=indexed;https://www.beatport.com/search?q=Z-Cat;https://www.discogs.com/search/?q=Z-Cat&type=all;https://soundcloud.com/search?q=Z-Cat;https://www.youtube.com/results?search_query=Z-Cat
ZEHLENDORFER DISCOSQUAD,disco_house,disco house / house / electro,medium_low,needs_review,,,DISCO FOREST,ZEHLENDORFER DISCOSQUAD,ZEHLENDORFER DISCOSQUAD,,official_hive_stage_context; stages: DISCO FOREST. Official HIVE Disco Forest stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=ZEHLENDORFER%20DISCOSQUAD&type=artist&method=indexed;https://www.beatport.com/search?q=ZEHLENDORFER%20DISCOSQUAD;https://www.discogs.com/search/?q=ZEHLENDORFER%20DISCOSQUAD&type=all;https://soundcloud.com/search?q=ZEHLENDORFER%20DISCOSQUAD;https://www.youtube.com/results?search_query=ZEHLENDORFER%20DISCOSQUAD
ZWILLING.,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE; WARM-UP PARTY,ZWILLING. B2B ACHIM FEUERVOGEL FEAT. FRONS; ZWILLING. F2F PRADA2000,ZWILLING.,,official_hive_stage_context; stages: BOUNCE TEMPLE; WARM-UP PARTY. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=ZWILLING.&type=artist&method=indexed;https://www.beatport.com/search?q=ZWILLING.;https://www.discogs.com/search/?q=ZWILLING.&type=all;https://soundcloud.com/search?q=ZWILLING.;https://www.youtube.com/results?search_query=ZWILLING.
